UNITID,DVADM01,DVADM02,DVADM03,DVADM04,DVADM05,DVADM06,DVADM07,DVADM08,DVADM09,DVADM10,DVADM11,DVADM12
196194,69,68,70,15,16,14,15,16,14,0,0,0
196200,72,69,73,17,17,17,17,17,17,0,0,0
196219,74,69,77,19,21,18,19,21,18,0,0,0
196237,53,52,54,17,19,16,17,19,16,0,0,0
196246,61,64,59,16,16,17,16,16,17,0,0,0
196291,73,73,73,32,34,26,32,33,26,0,0,0
196413,69,66,71,16,17,15,16,17,15,0,0,0
196431,84,84,,89,89,,89,89,,0,0,
196440,100,100,,100,100,,100,100,,0,0,
196583,71,71,,60,60,,60,60,,0,0,
196592,76,75,77,46,56,42,39,48,35,7,8,7
196653,53,62,52,37,31,38,35,31,35,3,0,3
196866,41,42,40,15,16,13,15,16,13,0,0,0
197027,24,24,24,66,68,57,66,68,57,0,0,0
197036,9,10,7,83,83,81,83,83,81,0,0,0
197045,86,84,88,19,21,17,19,21,17,0,0,0
197133,25,28,23,28,25,29,28,25,29,0,0,0
197142,79,81,77,42,53,34,40,49,34,2,4,1
197151,72,72,72,18,18,18,18,18,18,0,0,0
197197,70,62,76,20,25,18,20,25,18,0,0,0
197221,21,22,18,82,84,75,82,84,75,0,0,0
197230,64,77,90,10,11,9,9,11,9,0,0,0
197285,88,85,91,30,30,30,30,30,30,0,0,0
197647,56,56,,74,74,,74,74,,0,0,
197692,70,70,,88,88,,88,88,,0,0,
197708,67,61,75,57,60,54,56,59,54,1,2,0
197735,87,87,,100,100,,100,100,,0,0,
197744,50,50,,100,100,,100,100,,0,0,
197869,80,74,84,27,27,27,27,27,27,0,0,0
197911,42,42,43,17,24,13,17,24,13,0,0,0
197984,80,77,83,21,23,20,21,23,20,0,0,0
197993,73,,73,3,,3,3,,3,0,,0
198066,45,44,47,17,19,14,16,19,13,0,0,1
198109,35,,35,78,,78,43,,43,35,,35
198136,81,81,81,17,19,15,16,18,15,1,1,0
198215,52,51,53,22,26,18,21,25,17,0,0,0
198303,67,69,66,14,17,11,14,17,11,0,0,0
198385,20,21,20,46,46,46,46,46,46,0,0,0
198419,8,8,8,51,52,51,51,52,51,0,0,0
198464,88,86,89,23,25,22,23,24,22,1,1,1
198507,75,69,78,19,23,17,19,23,16,0,0,0
198516,72,73,71,14,16,14,14,16,14,0,0,0
198543,79,73,82,20,22,20,19,21,19,1,1,1
198561,78,78,78,11,15,9,11,15,9,0,0,0
198598,78,78,77,17,22,11,17,22,11,0,0,0
198613,78,77,79,13,15,12,13,15,12,0,0,0
198695,77,73,80,16,18,14,16,18,14,0,0,0
198756,49,49,49,7,7,7,7,7,7,0,0,0
198808,73,72,75,19,22,17,19,22,17,0,0,0
198835,77,75,77,10,10,9,9,10,9,0,0,0
198862,69,65,72,6,8,4,6,8,4,0,0,0
198871,82,81,85,32,35,25,32,35,25,0,0,0
198899,67,69,65,25,28,22,25,28,22,0,0,0
198950,72,,72,31,,31,31,,31,0,,0
198969,76,70,85,16,18,13,15,17,13,0,0,0
199032,71,72,71,33,39,26,33,39,26,0,0,0
199069,62,62,62,21,27,17,20,26,16,1,1,1
199102,57,56,57,23,25,22,23,24,22,0,0,0
199111,79,76,82,24,27,22,24,27,22,0,0,0
199120,25,25,25,43,40,44,42,39,44,0,0,1
199139,80,80,79,25,29,22,25,29,21,0,0,0
199148,88,85,89,28,28,28,28,28,28,0,0,0
199157,87,83,89,19,21,18,18,20,18,0,0,0
199184,36,35,37,50,54,48,50,53,48,0,1,0
199193,46,43,49,33,36,30,32,35,30,0,0,0
199209,48,44,54,16,18,13,15,17,11,2,1,2
199218,68,66,69,22,23,21,22,23,21,0,0,0
199272,61,64,60,18,22,16,18,22,16,0,0,0
199281,91,88,93,20,22,18,19,20,18,1,1,1
199306,76,72,78,13,14,12,13,14,12,0,0,0
199412,68,66,69,14,18,13,14,18,13,0,0,0
199458,43,42,44,37,39,35,36,37,35,1,2,0
199582,67,69,66,10,15,6,10,15,6,0,0,0
199607,85,,85,16,,16,16,,16,0,,0
199643,71,68,72,6,9,5,6,8,5,0,0,0
199698,61,58,64,20,21,18,20,21,18,0,0,0
199759,82,79,94,85,81,96,54,49,67,31,32,29
199847,32,33,31,38,37,38,38,37,38,0,0,0
199865,85,79,88,18,16,19,18,16,19,0,0,0
199962,83,83,83,6,7,5,6,7,5,0,0,0
199999,73,65,75,27,26,27,27,25,27,0,0,0
200004,48,49,48,25,28,23,24,27,23,1,1,1
200059,99,98,99,49,48,50,46,46,45,3,2,5
200156,72,70,76,27,25,32,27,25,32,0,0,0
200217,72,71,72,44,45,44,44,44,43,1,1,0
200226,53,49,58,81,84,78,75,84,65,6,0,13
200253,77,79,76,68,67,69,64,63,66,4,4,4
200280,87,85,88,33,32,34,32,31,33,1,1,1
200332,94,94,94,31,33,29,31,33,29,0,1,0
200484,100,100,100,76,78,73,62,70,55,13,9,18
200572,81,80,81,52,55,49,47,52,40,5,2,9
200785,92,90,92,88,89,88,57,78,55,31,11,33
200800,73,73,82,26,30,23,25,29,22,1,0,1
200846,89,92,87,46,44,48,40,36,43,6,8,5
201061,31,23,34,19,21,18,19,20,18,0,1,0
201104,74,72,76,17,18,16,16,18,16,0,0,0
201177,62,69,61,48,67,45,32,33,32,16,33,14
201195,70,76,66,24,25,24,24,25,24,0,0,0
201371,61,56,66,21,25,18,21,25,18,0,0,0
201441,75,75,76,24,25,23,23,25,23,0,0,0
201539,77,67,80,80,50,88,80,50,88,0,0,0
201548,74,66,80,17,18,17,17,18,17,0,0,0
201645,30,30,31,15,15,14,15,15,14,0,0,0
201654,59,66,55,31,34,29,31,34,29,0,0,0
201690,58,52,61,8,9,7,8,9,7,0,0,0
201821,71,77,70,39,29,40,37,29,37,2,0,2
201885,76,80,73,29,31,26,28,31,26,0,0,1
202046,67,54,72,23,23,23,23,23,23,0,0,0
202073,34,37,31,28,27,30,28,27,30,0,0,0
202134,94,99,92,25,27,23,24,27,22,1,1,1
202170,92,86,93,36,36,36,36,36,36,0,0,0
202480,81,75,88,16,16,15,16,16,15,0,0,0
202514,55,56,60,13,11,21,13,11,21,0,0,0
202523,28,29,27,24,24,23,24,24,23,0,0,0
202763,80,79,80,23,23,23,23,23,23,0,0,0
202903,81,76,85,69,69,68,57,59,56,11,10,12
202912,35,60,33,22,22,22,20,22,20,2,0,2
202985,57,0,67,75,,75,75,,75,0,,0
203030,89,100,86,100,100,100,100,100,100,0,0,0
203085,81,79,84,21,19,23,21,19,23,0,0,0
203128,93,90,96,16,15,17,16,15,17,0,0,0
203368,88,87,88,20,21,19,20,21,19,0,0,0
203386,75,67,75,55,50,56,55,50,56,0,0,0
203517,84,82,86,25,25,25,25,24,25,1,1,1
203535,37,32,41,18,20,17,18,20,17,0,0,0
203544,21,16,23,64,72,63,50,33,53,14,39,10
203580,64,71,69,23,27,23,23,27,23,0,0,0
203757,78,80,77,24,25,23,23,24,22,0,0,0
203775,74,73,75,20,24,18,20,24,17,0,0,0
203845,74,74,74,19,19,19,19,19,19,0,0,0
203960,40,53,38,42,63,39,30,38,29,13,25,11
204024,92,90,93,15,16,15,15,16,15,0,0,0
204176,81,67,82,58,83,56,53,67,52,5,17,4
204185,77,75,81,21,21,21,21,21,21,0,0,0
204194,72,71,73,35,39,33,35,39,33,0,0,0
204200,60,64,55,34,31,39,34,30,39,1,0,1
204264,80,79,80,20,20,20,20,20,20,0,0,0
204468,87,85,89,16,19,13,16,19,13,0,0,0
204501,35,33,37,21,21,21,21,21,21,0,0,0
204617,49,49,50,20,21,19,19,20,18,1,1,1
204635,65,65,66,21,26,17,21,26,17,0,0,0
204796,68,66,71,26,25,26,26,25,26,0,0,0
204857,87,86,88,16,16,16,16,16,16,0,0,0
204893,100,100,100,100,100,100,86,100,75,14,0,25
204909,68,63,73,15,15,14,15,15,14,0,0,0
204936,76,78,75,23,24,22,23,24,22,0,0,0
205027,75,75,,67,67,,67,67,,0,0,
205054,93,96,93,64,39,69,64,39,69,0,0,0
205124,82,82,,83,83,,83,83,,0,0,
205391,99,95,100,24,24,24,20,20,19,4,4,5
205957,73,74,72,39,42,37,38,40,36,1,2,1
206048,62,62,63,17,17,17,16,16,16,1,1,1
206084,95,96,94,26,27,25,25,26,24,1,1,1
206349,81,60,83,22,27,21,22,27,21,0,0,0
206394,41,0,44,43,,43,29,,29,14,,14
206437,77,74,79,24,25,22,24,25,22,0,0,0
206491,62,60,63,7,8,7,6,7,6,1,1,1
206507,73,70,75,27,29,25,27,29,25,0,0,0
206525,97,97,98,14,15,13,14,15,13,0,0,0
206589,65,61,69,15,15,14,15,15,14,0,0,0
206604,96,95,96,24,26,22,22,25,21,1,1,1
206613,100,100,100,55,58,53,49,49,48,7,8,5
206622,81,82,81,11,10,12,11,10,12,0,0,0
206695,70,68,71,30,35,27,30,34,27,1,1,0
206817,47,49,46,45,55,34,43,53,32,2,1,3
206835,83,78,85,9,14,6,8,14,5,0,0,0
206941,80,78,82,48,46,50,46,43,47,3,3,3
207041,96,97,96,62,64,60,51,56,49,10,9,11
207157,39,39,38,61,59,64,54,54,55,7,5,9
207263,99,99,100,43,45,42,42,44,41,1,1,2
207306,70,70,70,46,51,42,45,50,42,1,1,0
207324,61,67,58,27,31,24,26,31,22,1,0,2
207388,67,68,66,36,38,35,33,34,32,3,3,3
207403,58,58,58,22,22,22,22,22,22,0,0,0
207458,73,71,74,26,30,25,26,30,25,0,0,0
207500,83,83,84,34,36,33,30,31,28,5,5,5
207582,78,83,76,21,20,21,19,18,19,2,2,2
207722,36,34,37,37,44,34,36,44,34,0,0,0
207847,79,77,80,64,66,63,57,59,55,7,7,8
207865,93,92,94,41,46,38,39,44,36,2,2,2
207971,69,68,71,12,11,14,12,11,13,0,0,0
208479,90,90,91,51,40,52,51,40,52,0,0,0
208512,63,100,50,80,100,67,80,100,67,0,0,0
208646,94,92,96,51,52,50,49,49,49,2,3,2
208725,95,100,92,72,67,75,67,67,67,6,0,8
208822,91,90,91,19,19,20,19,19,19,0,0,0
209056,80,76,82,11,12,11,11,12,11,0,0,0
209065,80,73,85,22,24,20,22,24,20,0,0,0
209241,100,100,,100,100,,100,100,,0,0,
209287,59,61,56,36,42,28,36,42,28,0,0,0
209409,68,67,69,31,29,33,31,29,33,0,0,0
209506,95,95,95,11,15,9,11,14,8,1,1,1
209542,82,80,84,25,27,23,22,24,20,3,3,3
209551,84,81,86,16,17,16,16,16,16,0,0,0
209603,96,94,96,15,13,18,14,12,17,1,1,0
209612,89,86,92,16,16,16,16,16,16,0,0,0
209807,95,93,96,24,25,23,22,23,22,1,2,1
209825,77,79,76,8,9,8,8,9,8,0,0,0
209922,42,40,44,15,18,14,15,18,14,0,0,0
210146,90,90,91,27,31,25,25,29,23,2,2,2
210304,100,100,100,16,23,14,16,23,14,0,0,0
210331,48,49,48,23,28,21,23,27,21,1,1,0
210401,80,75,84,10,13,9,10,12,9,0,0,0
210429,79,78,81,26,27,26,24,25,24,2,2,2
210492,78,76,79,19,27,15,19,27,15,0,0,0
210571,82,76,86,8,10,7,8,10,7,0,0,0
210669,73,67,78,12,14,11,12,14,11,0,0,0
210739,82,82,82,19,21,17,18,20,17,0,0,1
210775,70,69,71,18,16,19,18,16,19,0,0,0
211024,62,60,65,55,49,62,45,43,48,10,6,14
211088,74,70,75,7,8,7,7,8,7,0,0,0
211158,89,93,87,25,26,23,24,26,23,0,0,0
211273,38,,38,28,,28,28,,28,0,,0
211291,38,35,40,27,26,27,27,26,27,0,0,0
211352,62,54,65,24,34,20,22,33,19,2,2,1
211361,94,94,95,25,28,24,25,27,23,1,1,1
211431,94,89,96,34,33,35,33,33,33,1,0,2
211440,17,13,23,36,39,34,36,38,34,0,0,0
211468,52,4,70,19,26,19,19,26,19,0,0,0
211477,89,91,87,31,38,25,17,23,13,14,15,13
211556,66,61,68,16,15,16,16,15,16,0,0,0
211583,71,69,72,14,18,11,14,18,11,0,0,0
211635,100,100,100,100,100,100,100,100,100,0,0,0
211644,94,93,95,30,29,31,28,28,29,2,1,2
211802,76,75,76,61,44,64,61,44,64,0,0,0
211893,2,3,2,93,100,83,93,100,83,0,0,0
211981,92,90,93,22,22,22,22,22,22,0,0,0
212009,52,48,54,18,17,18,18,17,18,0,0,0
212054,77,76,78,10,10,9,10,10,9,0,0,0
212106,77,77,77,19,18,19,19,18,19,0,0,0
212115,91,89,92,22,24,22,22,23,22,0,0,0
212133,64,64,67,28,29,28,25,27,26,2,2,3
212160,85,80,88,23,24,23,23,24,22,0,0,0
212197,86,85,86,28,30,26,28,30,26,0,0,0
212577,37,33,40,17,18,16,17,18,16,0,0,0
212601,79,74,83,18,17,19,18,17,19,0,0,0
212656,73,74,72,23,22,24,23,22,24,0,0,0
212674,48,48,48,21,21,20,21,21,20,0,0,0
212805,78,76,79,42,42,42,42,42,42,0,0,0
212832,88,89,88,22,31,19,22,31,19,0,0,0
212911,18,17,19,40,45,37,40,45,37,0,0,0
212984,78,78,78,35,38,34,35,38,34,0,0,0
212993,53,61,41,75,75,76,68,64,76,8,11,0
213011,82,78,84,15,17,14,15,17,14,0,0,0
213020,93,90,95,22,25,21,21,23,20,1,2,1
213163,56,33,62,78,0,88,78,0,88,0,0,0
213233,95,96,88,55,53,61,53,52,59,1,1,2
213251,67,61,73,18,19,16,18,19,16,0,0,0
213303,79,77,81,17,19,16,17,19,15,0,0,0
213321,87,84,90,18,19,17,18,19,16,0,0,0
213349,93,92,94,24,24,24,24,24,24,0,0,0
213358,69,71,67,16,14,17,16,14,17,0,0,0
213367,76,74,78,12,13,12,12,13,12,0,0,0
213385,36,34,38,21,21,21,21,21,21,0,0,0
213400,97,97,96,56,58,54,54,57,52,2,1,3
213507,78,75,81,21,21,22,21,21,22,0,0,0
213543,50,46,54,22,24,21,22,24,21,0,0,0
213598,90,85,93,13,13,13,13,13,12,0,0,0
213613,93,93,93,27,28,27,27,28,27,0,1,0
213622,38,,38,80,,80,80,,80,0,,0
213668,65,64,66,17,18,17,17,18,17,0,0,0
213774,91,90,91,18,16,19,17,15,18,1,1,1
213783,96,94,97,21,24,19,20,23,19,1,1,1
213826,82,82,82,22,26,21,22,26,21,0,0,0
213987,88,85,91,22,23,21,22,23,21,0,0,0
213996,78,77,78,31,34,29,31,34,29,0,0,0
214041,85,81,87,22,22,21,21,22,21,0,0,0
214069,83,85,82,22,20,24,22,20,24,0,0,0
214148,50,,50,11,,11,11,,11,0,,0
214157,80,78,81,23,22,23,23,22,23,0,0,0
214166,95,97,94,18,12,21,17,11,21,1,1,0
214175,62,60,64,18,19,18,18,19,18,0,0,0
214272,80,79,81,15,18,14,15,18,14,0,0,0
214290,100,100,100,75,75,81,75,75,81,0,0,0
214476,68,43,76,54,67,51,54,67,51,0,0,0
214528,62,61,100,50,51,33,36,37,33,14,14,0
214892,91,86,95,78,91,69,78,91,69,0,0,0
214971,88,83,89,13,13,12,13,13,12,0,0,0
215053,47,44,49,40,39,41,40,39,41,0,0,0
215062,9,8,10,61,60,63,61,60,63,0,0,0
215105,76,79,75,25,26,24,25,26,24,0,0,0
215114,81,82,81,49,54,45,47,52,44,2,2,2
215132,71,71,72,15,16,14,15,16,14,0,0,0
215266,79,81,78,12,12,12,12,12,12,0,0,0
215275,90,90,90,19,18,19,19,18,19,0,0,0
215284,87,88,85,22,26,18,22,26,18,0,0,0
215293,64,62,65,20,20,21,20,20,21,0,0,0
215309,75,100,67,33,100,0,33,100,0,0,0,0
215442,70,66,71,14,17,13,14,17,13,0,0,0
215594,33,24,35,100,100,100,78,100,76,22,0,24
215637,75,75,75,46,62,36,46,62,36,0,0,0
215655,86,88,84,15,15,14,15,15,14,0,0,0
215682,55,54,60,80,81,67,80,81,67,0,0,0
215691,69,78,65,16,17,15,14,15,13,2,2,1
215743,59,56,61,29,29,29,29,29,29,0,0,0
215770,80,79,81,14,15,13,14,15,13,0,0,0
215798,72,68,78,22,23,19,22,23,19,0,0,0
215929,79,84,78,12,12,12,12,12,12,0,0,0
215947,79,75,81,20,19,20,20,19,20,0,0,0
215974,41,67,38,73,50,78,64,50,67,9,0,11
215992,94,100,90,61,69,54,50,66,38,11,3,16
216010,94,92,95,19,20,18,19,20,18,0,0,0
216038,74,72,75,36,38,35,36,38,35,0,0,0
216047,100,100,,100,100,,100,100,,0,0,
216083,100,100,99,40,36,41,38,36,39,2,0,3
216278,73,68,77,14,15,13,14,15,13,0,0,0
216287,9,11,8,35,36,35,35,36,35,0,0,0
216296,86,86,89,39,39,39,39,39,39,0,0,0
216311,85,85,,97,97,,97,97,,0,0,
216339,71,70,72,20,21,20,20,20,20,0,0,0
216357,84,82,85,18,16,20,18,16,20,0,0,0
216366,70,69,70,21,23,20,20,23,19,0,0,0
216524,80,77,84,14,17,12,14,17,12,0,0,0
216542,63,61,65,30,34,27,30,34,26,0,0,1
216597,31,31,31,25,25,25,25,25,25,0,0,0
216667,90,86,95,15,17,13,15,17,13,0,0,0
216694,90,89,91,23,24,23,23,24,23,0,0,0
216764,86,83,88,23,25,22,23,25,21,0,0,0
216773,66,100,64,100,100,100,100,100,100,0,0,0
216782,97,80,99,26,50,24,26,50,24,0,0,0
216807,77,73,80,14,14,14,14,14,14,0,0,0
216852,75,76,74,14,16,13,14,16,13,0,0,0
216931,92,91,93,15,15,15,14,14,14,0,1,0
216940,30,30,,85,85,,85,85,,0,0,
217013,92,91,93,16,12,17,16,12,17,0,0,0
217040,83,83,,90,90,,90,90,,0,0,
217059,71,74,69,21,24,18,21,24,18,0,0,0
217156,8,9,7,62,60,64,62,60,64,0,0,0
217165,76,73,80,14,15,12,14,15,12,0,0,0
217235,87,83,88,14,16,13,14,16,13,0,0,0
217305,69,78,52,27,27,27,27,27,27,0,0,0
217402,54,55,53,17,17,17,17,17,17,0,0,0
217420,81,74,85,21,21,21,20,20,20,1,1,1
217484,76,71,78,18,21,17,18,20,17,0,0,0
217493,27,36,24,38,38,38,38,38,38,0,0,0
217518,86,82,89,13,15,12,13,15,12,0,0,0
217536,75,75,75,15,16,14,15,16,14,0,0,0
217624,65,56,69,8,15,4,7,12,4,1,2,1
217633,59,60,59,31,36,29,31,36,29,0,0,0
217688,54,55,53,23,25,22,23,25,22,0,0,0
217721,73,70,74,6,8,6,6,8,5,0,0,0
217776,56,58,56,38,42,37,37,42,36,1,0,2
217819,74,69,77,18,18,18,18,18,18,0,0,0
217864,80,81,77,29,31,20,29,31,20,0,0,0
217873,65,65,65,9,6,10,8,6,10,0,0,0
217882,62,63,62,24,26,22,24,26,22,0,0,0
217907,93,89,96,27,36,21,26,35,20,1,1,1
217925,51,54,48,76,79,72,68,76,59,8,3,13
217934,97,85,97,17,45,17,16,27,16,1,18,1
217961,82,90,82,13,56,13,13,56,12,0,0,0
217998,60,63,56,55,63,44,50,57,39,6,6,5
218061,75,74,76,23,27,21,22,26,20,1,1,0
218070,65,61,68,15,16,15,15,16,15,0,0,0
218229,57,54,58,27,34,24,27,34,24,0,0,0
218238,68,69,67,24,27,22,22,25,19,2,1,3
218414,57,58,55,25,31,19,25,31,19,0,0,0
218441,65,66,65,30,34,26,29,33,25,1,1,0
218539,71,67,74,22,24,20,22,24,20,0,0,0
218645,56,53,57,32,37,29,32,37,29,0,0,0
218654,67,62,69,26,34,23,25,33,23,0,1,0
218663,68,70,67,24,25,23,24,25,23,0,0,0
218672,75,79,73,53,53,52,51,52,51,1,1,1
218681,85,87,84,28,26,29,27,25,28,1,1,1
218690,72,67,75,39,50,34,38,49,32,2,2,2
218706,84,82,84,45,55,39,44,51,39,1,4,0
218724,70,68,72,21,22,20,20,22,20,0,0,0
218733,94,94,94,16,18,15,15,16,14,2,2,1
218742,60,54,62,29,29,29,29,29,29,0,0,0
218821,83,81,84,35,41,31,35,41,31,0,0,0
218964,64,63,64,22,25,22,22,25,22,0,0,0
218973,53,49,56,23,26,20,23,26,20,0,0,0
219000,71,67,75,22,20,24,22,20,23,0,1,0
219046,97,98,97,40,39,41,38,36,39,2,2,2
219082,84,84,83,64,68,59,60,64,54,4,4,6
219091,64,62,70,23,19,29,23,19,29,0,0,0
219198,78,76,82,28,27,28,27,26,27,1,1,1
219240,95,93,100,76,69,88,48,38,63,29,31,25
219259,79,74,82,42,41,42,39,39,39,3,2,3
219295,93,93,95,25,21,40,23,19,36,2,1,4
219347,86,86,85,40,41,37,39,40,36,1,1,1
219356,89,88,90,44,45,44,43,44,42,1,1,2
219383,92,92,93,17,19,16,17,19,16,0,1,0
219471,91,89,92,40,40,40,38,38,37,2,2,2
219602,91,89,93,21,24,20,19,20,18,3,3,2
219639,69,79,69,22,15,23,20,15,20,2,0,2
219709,83,81,84,21,24,21,21,24,20,0,0,0
219718,76,76,76,36,41,32,35,40,30,2,1,3
219806,79,78,80,16,22,13,16,22,13,0,0,0
219833,50,51,49,13,15,12,13,15,12,0,0,0
219903,97,97,97,62,53,62,62,53,62,0,0,0
219949,54,52,55,41,42,40,41,42,40,0,0,0
219976,62,64,60,31,34,30,31,34,29,0,0,0
220075,78,80,78,24,27,23,24,27,22,0,0,0
220181,66,61,69,6,8,5,6,8,5,0,0,0
220215,81,81,81,31,42,26,31,42,26,0,0,0
220464,76,67,79,100,100,100,100,100,100,0,0,0
220473,55,54,56,51,47,54,48,45,50,3,2,3
220516,60,60,60,34,40,29,34,40,29,0,0,0
220604,99,97,99,26,29,25,22,26,21,4,3,4
220613,83,82,83,37,40,36,37,40,35,0,0,0
220631,69,69,69,21,28,18,21,28,18,0,0,1
220701,98,98,98,28,30,27,28,30,27,0,0,0
220710,62,61,63,19,22,17,19,22,17,0,0,0
220862,85,84,86,22,25,21,22,24,20,1,1,1
220978,94,93,95,36,39,33,35,39,33,1,1,1
221351,51,49,53,17,18,16,17,18,16,0,0,0
221519,56,53,58,21,21,21,21,21,21,0,0,0
221661,74,73,75,29,32,28,29,31,27,0,0,0
221731,61,62,60,31,36,28,31,36,28,0,0,0
221740,83,82,84,34,35,33,34,35,33,0,0,0
221759,78,78,78,28,30,26,28,30,26,0,0,0
221768,65,65,65,19,22,18,19,21,18,0,0,0
221847,80,79,80,32,35,29,32,35,29,0,0,0
221892,63,66,61,38,47,33,38,47,33,0,0,0
221953,67,66,68,17,20,15,16,20,14,1,0,1
221971,58,56,58,22,26,21,22,26,21,0,0,0
221999,12,13,11,40,40,40,40,40,40,0,0,0
222178,63,61,65,13,13,13,13,13,13,0,0,0
222831,78,78,78,44,45,43,43,45,42,1,0,1
222983,49,49,50,16,18,15,16,18,15,0,0,0
223117,44,50,33,100,100,100,0,0,0,100,100,100
223232,68,73,66,16,16,16,16,16,16,0,0,0
223472,78,80,78,38,50,37,38,50,37,0,0,0
224004,93,92,94,17,21,15,16,20,14,1,1,1
224147,90,91,90,20,23,19,18,20,17,2,3,2
224226,99,99,99,13,15,13,13,15,12,0,0,0
224244,24,24,24,45,54,31,42,54,24,3,0,7
224323,54,54,54,15,17,14,15,17,14,0,0,0
224527,92,91,94,35,37,33,35,37,33,0,0,0
224545,96,97,96,12,14,11,12,14,10,1,1,1
224554,60,59,60,17,18,17,17,18,16,1,1,1
225201,41,48,29,89,89,90,89,89,90,0,0,0
225247,91,90,91,22,30,16,22,29,16,0,0,0
225399,72,71,72,11,12,10,10,11,10,0,0,1
225414,81,83,79,27,27,27,21,22,20,6,5,7
225432,93,91,94,27,27,27,18,18,17,9,9,10
225502,67,66,68,11,12,11,10,11,10,1,1,1
225511,63,64,62,29,30,28,26,27,26,3,3,2
225548,49,53,45,27,31,22,27,31,21,0,0,0
225575,56,52,59,16,20,14,16,20,13,0,0,0
225627,97,96,97,14,13,14,14,13,14,0,0,0
225991,71,73,69,71,63,79,71,63,79,0,0,0
226091,83,81,84,24,26,22,19,21,18,4,5,4
226152,59,56,61,30,33,29,29,32,28,1,1,1
226231,56,63,47,29,32,24,27,31,21,2,1,2
226383,97,97,96,78,81,76,77,80,75,1,1,1
226471,90,91,90,7,9,7,7,9,7,0,0,0
226587,47,47,48,27,33,20,27,33,20,0,0,0
226833,71,73,70,28,30,27,26,28,25,2,3,2
227216,84,82,86,29,31,28,28,30,27,1,1,1
227331,74,74,74,7,8,7,7,8,7,0,0,0
227368,82,79,85,51,52,51,47,46,47,5,6,4
227429,62,60,63,7,13,4,7,13,4,0,0,0
227526,76,69,80,32,33,31,30,31,30,1,2,1
227757,11,11,11,39,41,37,39,41,37,0,0,0
227845,91,90,92,13,14,12,13,14,12,0,0,0
227863,96,95,97,39,42,37,38,41,36,1,1,1
227881,92,92,93,26,28,25,24,26,23,1,1,1
228042,96,97,95,22,28,18,22,28,18,0,0,0
228149,85,88,84,12,13,11,12,13,11,0,0,0
228246,53,53,52,21,22,20,21,22,20,0,0,0
228325,89,87,90,51,54,47,50,54,46,1,0,1
228343,49,45,53,16,19,14,16,19,14,0,0,0
228431,76,72,78,26,30,24,25,29,23,1,1,0
228459,85,80,87,27,27,27,25,25,25,2,2,2
228468,62,65,61,17,22,14,17,22,14,0,0,0
228501,81,83,79,26,27,25,26,27,25,0,1,0
228529,58,55,59,39,39,39,37,37,37,2,2,1
228705,88,86,89,19,23,16,18,21,16,1,1,1
228723,63,65,62,41,41,41,37,36,38,4,5,3
228769,88,89,86,30,33,28,29,31,27,2,2,1
228778,32,27,36,46,46,47,45,45,46,1,0,1
228787,79,80,79,28,31,26,27,30,25,1,1,1
228796,100,100,100,25,24,27,22,21,24,3,3,3
228802,92,91,92,35,33,36,33,32,34,1,1,2
228875,48,47,49,23,23,22,22,23,22,0,0,0
228981,59,59,60,23,27,20,23,27,20,0,0,0
229018,88,89,87,46,48,43,41,45,38,4,4,5
229027,84,82,85,30,32,28,25,27,23,5,5,4
229063,66,62,68,16,16,16,14,14,14,2,2,2
229115,70,71,69,32,33,31,31,32,30,1,1,1
229160,47,47,47,16,18,15,16,18,15,0,0,0
229179,94,90,94,21,19,21,20,19,20,1,1,1
229267,34,36,32,20,22,19,20,22,19,0,0,0
229780,81,82,81,41,46,33,37,44,27,4,3,6
229814,58,59,58,43,44,43,42,42,42,1,1,1
230038,69,65,73,81,82,80,78,78,77,3,4,3
230047,75,90,69,55,52,56,50,47,51,5,5,5
230603,76,75,76,17,16,18,17,16,18,1,1,1
230728,91,91,91,31,29,34,29,26,31,2,2,3
230764,79,78,80,31,31,30,29,29,28,2,2,2
230807,87,87,88,11,11,11,11,11,10,0,0,0
230816,60,46,68,17,20,16,17,18,16,0,1,0
230834,88,86,90,17,18,17,17,18,17,0,0,0
